country_iso3,indicator,year,value,unit,source,subcategory
MRT,mineraux_production,2024,9400.0,kt,MCS USGS,fer
MEX,mineraux_production,2023,5350.0,kt,MCS USGS,fer
MEX,mineraux_production,2024,5000.0,kt,MCS USGS,fer
PER,mineraux_production,2023,14100.0,kt,MCS USGS,fer
PER,mineraux_production,2024,14000.0,kt,MCS USGS,fer
PER,mineraux_reserves,2024,1500.0,kt,MCS USGS,fer
RUS,mineraux_production,2023,53300.0,kt,MCS USGS,fer
RUS,mineraux_production,2024,53000.0,kt,MCS USGS,fer
RUS,mineraux_reserves,2024,14000.0,kt,MCS USGS,fer
ZAF,mineraux_production,2023,40200.0,kt,MCS USGS,fer
ZAF,mineraux_production,2024,42000.0,kt,MCS USGS,fer
ZAF,mineraux_reserves,2024,590.0,kt,MCS USGS,fer
SWE,mineraux_production,2023,20400.0,kt,MCS USGS,fer
SWE,mineraux_production,2024,20000.0,kt,MCS USGS,fer
SWE,mineraux_reserves,2024,600.0,kt,MCS USGS,fer
TUR,mineraux_production,2023,10100.0,kt,MCS USGS,fer
TUR,mineraux_production,2024,11000.0,kt,MCS USGS,fer
TUR,mineraux_reserves,2024,99.0,kt,MCS USGS,fer
UKR,mineraux_production,2023,26100.0,kt,MCS USGS,fer
UKR,mineraux_production,2024,26000.0,kt,MCS USGS,fer
UKR,mineraux_reserves,2024,2300.0,kt,MCS USGS,fer
USA,mineraux_production,2023,270.0,kt,MCS USGS,plomb
USA,mineraux_production,2024,300.0,kt,MCS USGS,plomb
USA,mineraux_reserves,2024,4600.0,kt,MCS USGS,plomb
AUS,mineraux_production,2023,430.0,kt,MCS USGS,plomb
AUS,mineraux_production,2024,430.0,kt,MCS USGS,plomb
AUS,mineraux_reserves,2024,35000.0,kt,MCS USGS,plomb
BOL,mineraux_production,2023,60.0,kt,MCS USGS,plomb
BOL,mineraux_production,2024,60.0,kt,MCS USGS,plomb
BOL,mineraux_reserves,2024,1600.0,kt,MCS USGS,plomb
CHN,mineraux_production,2023,1960.0,kt,MCS USGS,plomb
CHN,mineraux_production,2024,1900.0,kt,MCS USGS,plomb
CHN,mineraux_reserves,2024,22000.0,kt,MCS USGS,plomb
IND,mineraux_production,2023,226.0,kt,MCS USGS,plomb
IND,mineraux_production,2024,220.0,kt,MCS USGS,plomb
IND,mineraux_reserves,2024,1900.0,kt,MCS USGS,plomb
IRN,mineraux_production,2023,60.0,kt,MCS USGS,plomb
IRN,mineraux_production,2024,60.0,kt,MCS USGS,plomb
IRN,mineraux_reserves,2024,2000.0,kt,MCS USGS,plomb
MEX,mineraux_production,2023,183.0,kt,MCS USGS,plomb
MEX,mineraux_production,2024,180.0,kt,MCS USGS,plomb
MEX,mineraux_reserves,2024,5600.0,kt,MCS USGS,plomb
PER,mineraux_production,2023,273.0,kt,MCS USGS,plomb
PER,mineraux_production,2024,270.0,kt,MCS USGS,plomb
PER,mineraux_reserves,2024,5000.0,kt,MCS USGS,plomb
RUS,mineraux_production,2023,218.0,kt,MCS USGS,plomb
RUS,mineraux_production,2024,220.0,kt,MCS USGS,plomb
RUS,mineraux_reserves,2024,8900.0,kt,MCS USGS,plomb
SWE,mineraux_production,2023,72.0,kt,MCS USGS,plomb
SWE,mineraux_production,2024,70.0,kt,MCS USGS,plomb
SWE,mineraux_reserves,2024,1700.0,kt,MCS USGS,plomb
TJK,mineraux_production,2023,39.0,kt,MCS USGS,plomb
TJK,mineraux_production,2024,40.0,kt,MCS USGS,plomb
TUR,mineraux_production,2023,68.0,kt,MCS USGS,plomb
TUR,mineraux_production,2024,70.0,kt,MCS USGS,plomb
TUR,mineraux_reserves,2024,1600.0,kt,MCS USGS,plomb
USA,mineraux_reserves,2024,1800.0,kt,MCS USGS,lithium
ARG,mineraux_production,2023,8.63,kt,MCS USGS,lithium
ARG,mineraux_production,2024,18.0,kt,MCS USGS,lithium
ARG,mineraux_reserves,2024,4000.0,kt,MCS USGS,lithium
AUS,mineraux_production,2023,91.7,kt,MCS USGS,lithium
AUS,mineraux_production,2024,88.0,kt,MCS USGS,lithium
AUS,mineraux_reserves,2024,7000.0,kt,MCS USGS,lithium
BRA,mineraux_production,2023,5.26,kt,MCS USGS,lithium
BRA,mineraux_production,2024,10.0,kt,MCS USGS,lithium
BRA,mineraux_reserves,2024,390.0,kt,MCS USGS,lithium
CAN,mineraux_production,2023,3.24,kt,MCS USGS,lithium
CAN,mineraux_production,2024,4.3,kt,MCS USGS,lithium
CAN,mineraux_reserves,2024,1200.0,kt,MCS USGS,lithium
CHL,mineraux_production,2023,41.4,kt,MCS USGS,lithium
CHL,mineraux_production,2024,49.0,kt,MCS USGS,lithium
CHL,mineraux_reserves,2024,9300.0,kt,MCS USGS,lithium
CHN,mineraux_production,2023,35.7,kt,MCS USGS,lithium
CHN,mineraux_production,2024,41.0,kt,MCS USGS,lithium
CHN,mineraux_reserves,2024,3000.0,kt,MCS USGS,lithium
NAM,mineraux_production,2023,2.7,kt,MCS USGS,lithium
NAM,mineraux_production,2024,2.7,kt,MCS USGS,lithium
NAM,mineraux_reserves,2024,14.0,kt,MCS USGS,lithium
PRT,mineraux_production,2023,0.38,kt,MCS USGS,lithium
PRT,mineraux_production,2024,0.38,kt,MCS USGS,lithium
PRT,mineraux_reserves,2024,60.0,kt,MCS USGS,lithium
ZWE,mineraux_production,2023,14.9,kt,MCS USGS,lithium
ZWE,mineraux_production,2024,22.0,kt,MCS USGS,lithium
ZWE,mineraux_reserves,2024,480.0,kt,MCS USGS,lithium
AUS,mineraux_production,2023,2860.0,kt,MCS USGS,manganese
AUS,mineraux_production,2024,2800.0,kt,MCS USGS,manganese
AUS,mineraux_reserves,2024,500000.0,kt,MCS USGS,manganese
BRA,mineraux_production,2023,580.0,kt,MCS USGS,manganese
BRA,mineraux_production,2024,590.0,kt,MCS USGS,manganese
BRA,mineraux_reserves,2024,270000.0,kt,MCS USGS,manganese
CHN,mineraux_production,2023,767.0,kt,MCS USGS,manganese
CHN,mineraux_production,2024,770.0,kt,MCS USGS,manganese
CHN,mineraux_reserves,2024,280000.0,kt,MCS USGS,manganese
GAB,mineraux_production,2023,4490.0,kt,MCS USGS,manganese
GAB,mineraux_production,2024,4600.0,kt,MCS USGS,manganese
GAB,mineraux_reserves,2024,61000.0,kt,MCS USGS,manganese
GHA,mineraux_production,2023,818.0,kt,MCS USGS,manganese
GHA,mineraux_production,2024,820.0,kt,MCS USGS,manganese
GHA,mineraux_reserves,2024,13000.0,kt,MCS USGS,manganese
IND,mineraux_production,2023,744.0,kt,MCS USGS,manganese
IND,mineraux_production,2024,800.0,kt,MCS USGS,manganese
IND,mineraux_reserves,2024,34000.0,kt,MCS USGS,manganese
MYS,mineraux_production,2023,410.0,kt,MCS USGS,manganese
MYS,mineraux_production,2024,410.0,kt,MCS USGS,manganese
ZAF,mineraux_production,2023,7300.0,kt,MCS USGS,manganese
ZAF,mineraux_production,2024,7400.0,kt,MCS USGS,manganese
ZAF,mineraux_reserves,2024,560000.0,kt,MCS USGS,manganese
USA,mineraux_production,2023,34.0,kt,MCS USGS,molybdene
USA,mineraux_production,2024,33.0,kt,MCS USGS,molybdene
